# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.0,0.0,0,0.0,-99.64015419535636,-130.13654622312697,0.5874107187206499,1.7023863680559799,0.0,0.0
 0.0926906108794828,0.004295774672605847,0.0463453054397414,0.5,-99.64015419535636,-130.26226024294277,0.5874107187206499,1.7023863680559799,0.0,0.0
 0.1309024747333286,0.00856772894565487,0.11179654280640579,1.7128512133562699,-99.495975750524,-130.38797426275858,0.594320920856145,1.6825926278338927,3.7731330087380495,98.7424487632865
 0.16009946490890226,0.012815919332058414,0.14550096982111538,1.1543801882327889,-99.35091138610422,-130.51368828257438,0.6013421808387643,1.6629467079877545,4.968469816492898,40.94041202763678
 0.18460987184265096,0.017040402390880005,0.17235466837577654,1.095603945999197,-99.20495103798758,-130.63940230239018,0.608476759653041,1.6434481418324163,5.9550356920295355,40.25089743321322
 0.20611275908486953,0.021241234728788735,0.19536131546376032,1.0699329270914248,-99.05808447946775,-130.76511632220598,0.6157269728445708,1.624096464996722,6.83008550737609,40.69452652983691
 0.22547049918582496,0.025418473001552547,0.21579162913534722,1.0554079952018025,-98.91030131821027,-130.8908303420218,0.6230951927953169,1.6048912133534854,7.634318907411614,41.54583106505443
 0.24319610981909573,0.029572173915570838,0.23433330450246048,1.0460387374362579,-98.76159099296179,-131.0165443618376,0.6305838482730445,1.585831928202191,8.38957417745373,42.60813834105723
 0.259624321778353,0.033702394229434884,0.2514102157987241,1.0394869106032445,-98.61194277028649,-131.1422583816534,0.6381954301828446,1.5669181456117562,9.109221566316688,43.80558216851087
 0.2749879661204621,0.03780919075553421,0.26730614394940777,1.034645673690562,-98.46134574074175,-131.2679724014692,0.6459324876285334,1.5481494105852838,9.802168430310623,45.103026896729695
 0.2894568028625293,0.04189262036169857,0.2822223844914957,1.0309218915104619,-98.30978881599661,-131.393686421285,0.6537976351648116,1.5295252631923584,10.474713858958548,46.48234275064723
 0.3031591660262874,0.045952739972877056,0.29630798444440914,1.0279686638410623,-98.15726072459826,-131.5194004411008,0.6617935503050855,1.5110452489889061,11.131517211702027,47.933582324009805
 0.3161948974062061,0.04998960657286061,0.30967703171624666,1.0255694047540964,-98.00375000882222,-131.64511446091663,0.6699229784059099,1.492708911671477,11.776149055395692,49.45114508010721
 0.32864350657223923,0.05400327720604873,0.322419201989222,1.0235818397884344,-97.84924502045983,-131.77082848073243,0.6781887311464069,1.4745158008001769,12.411425750594768,51.031941538695776
 0.3405695493706215,0.0579938089792541,0.33460652797143026,1.0219086236938038,-97.69373391749843,-131.89654250054824,0.68659369281162,1.4564654619895685,13.039623082896773,52.674415388415156
 0.35202630317505396,0.061961259063547505,0.3462979262728378,1.02048088847683,-97.53720465964167,-132.02225652036404,0.695140818208079,1.438557445925534,13.662618620311129,54.3780156271952
 0.3630583553539663,0.06590568469616344,0.3575423292645101,1.0192485323053357,-97.3796450047263,-132.14797054017984,0.7038331371498748,1.420791302963417,14.28198963893126,56.14286522357575
 0.3737034738463945,0.06982714318243144,0.3683809146001804,1.018174231069361,-97.22104250445297,-132.27368455999564,0.7126737559751548,1.4031665844516688,14.89908265334343,57.96957683947851
 0.3839939892700687,0.07372569189777084,0.37884873155823245,1.0172296067862587,-97.0613845000783,-132.39939857981145,0.7216658586034749,1.3856828448766316,15.515063901208203,59.85912488383769
 0.3939578360427035,0.07760138828972483,0.3889759126563852,1.0163926974435769,-96.90065811840175,-132.52511259962725,0.7308127110693285,1.3683396373015946,16.1309567824722,61.812761207400015
 0.40361935008135874,0.08145428988004921,0.3987885930620309,1.015646239956353,-96.73885026710518,-132.65082661944305,0.740117661632066,1.3511365176651182,16.747670256357278,63.8319699601571
 0.41299988926596787,0.08528445426685086,0.40830961967366275,1.0149764767523404,-96.57594763042341,-132.77654063925885,0.7495841448653611,1.3340730414990543,17.366020596028168,65.91842190536701
 0.4221183225750228,0.0890919391267755,0.4175591059204959,1.0143723086342111,-96.41193666437165,-132.90225465907466,0.7592156815131033,1.3171487685910517,17.986748435052547,68.07395722332855
 0.4309914203722718,0.09287680221725414,0.4265548714736466,1.013824682056337,-96.24680359244327,-133.02796867889046,0.7690158852103903,1.3003632554695748,18.610532161560975,70.30055801952543
 0.4396341692334712,0.0966391013788022,0.4353127948028724,1.0133261384631223,-96.08053440024798,-133.15368269870626,0.7789884607039046,1.2837160631319062,19.237998797088323,72.60035500328908
 0.44806002842783993,0.10037889453737837,0.4438470988306566,1.012870477765397,-95.91311483110712,-133.27939671852207,0.7891372097207547,1.2672067514771752,19.86973260278915,74.9755949070492
 0.4562811407603693,0.104096239706792,0.45217058459410603,1.0124525036003942,-95.74453038069423,-133.40511073833787,0.7994660315434211,1.2508348829648648,20.506282312411013,77.42865975728795
 0.4643085073336173,0.10779119499118589,0.46029482404699334,1.0120678280673228,-95.57476629209006,-133.53082475815367,0.8099789275267875,1.234600019846724,21.14816696797254,79.96204604641753
 0.472152133506922,0.11146381858756915,0.46823032042026846,1.0117127203592513,-95.40380755043786,-133.65653877796947,0.8206800031556659,1.2185017255870931,21.795880868727792,82.57837465019809
 0.4798211516563462,0.1151141687884112,0.47598664258163353,1.0113839881768178,-95.23163887757117,-133.78225279778528,0.8315734709228846,1.2025395650130526,22.449897693831506,85.28038561922192
